dataset,filename,method,niqe
sots_o,1042_0.95_0.08.png,aodnet,20.612767
sots_o,1044_0.85_0.12.png,original,20.473856
sots_o,1044_0.85_0.12.png,dcp,20.276760
sots_o,1044_0.85_0.12.png,aodnet,20.453132
sots_o,1046_0.9_0.16.png,original,20.301522
sots_o,1046_0.9_0.16.png,dcp,20.135047
sots_o,1046_0.9_0.16.png,aodnet,20.513271
sots_o,1048_0.9_0.2.png,original,20.560478
sots_o,1048_0.9_0.2.png,dcp,20.342264
sots_o,1048_0.9_0.2.png,aodnet,20.775746
sots_o,1050_0.8_0.08.png,original,19.961184
sots_o,1050_0.8_0.08.png,dcp,19.724072
sots_o,1050_0.8_0.08.png,aodnet,20.234235
sots_o,1051_1_0.12.png,original,20.970843
sots_o,1051_1_0.12.png,dcp,20.274798
sots_o,1051_1_0.12.png,aodnet,20.573231
sots_o,1053_0.95_0.16.png,original,19.909782
sots_o,1053_0.95_0.16.png,dcp,19.529854
sots_o,1053_0.95_0.16.png,aodnet,19.834903
sots_o,1055_0.95_0.2.png,original,19.578211
sots_o,1055_0.95_0.2.png,dcp,18.967645
sots_o,1055_0.95_0.2.png,aodnet,19.826989
sots_o,1057_0.95_0.16.png,original,20.763429
sots_o,1057_0.95_0.16.png,dcp,20.291451
sots_o,1057_0.95_0.16.png,aodnet,21.246712
sots_o,1059_0.95_0.2.png,original,20.917939
sots_o,1059_0.95_0.2.png,dcp,20.776115
sots_o,1059_0.95_0.2.png,aodnet,20.996536
sots_o,1060_0.85_0.16.png,original,20.808080
sots_o,1060_0.85_0.16.png,dcp,20.520948
sots_o,1060_0.85_0.16.png,aodnet,20.970705
sots_o,1063_0.9_0.12.png,original,19.982596
sots_o,1063_0.9_0.12.png,dcp,19.850630
sots_o,1063_0.9_0.12.png,aodnet,20.051234
sots_o,1709_0.95_0.08.png,original,19.811456
sots_o,1709_0.95_0.08.png,dcp,19.670771
sots_o,1709_0.95_0.08.png,aodnet,19.850476
sots_o,1712_0.8_0.08.png,original,19.713645
sots_o,1712_0.8_0.08.png,dcp,19.615638
sots_o,1712_0.8_0.08.png,aodnet,19.624201
sots_o,1713_1_0.08.png,original,19.937166
sots_o,1713_1_0.08.png,dcp,19.973283
sots_o,1713_1_0.08.png,aodnet,20.139726
sots_o,1714_1_0.2.png,original,20.112967
sots_o,1714_1_0.2.png,dcp,19.633124
sots_o,1714_1_0.2.png,aodnet,20.027838
sots_o,1716_0.95_0.12.png,original,20.167404
sots_o,1716_0.95_0.12.png,dcp,20.084328
sots_o,1716_0.95_0.12.png,aodnet,20.298230
sots_o,1718_0.9_0.2.png,original,20.066776
sots_o,1718_0.9_0.2.png,dcp,19.746370
sots_o,1718_0.9_0.2.png,aodnet,20.135139
sots_o,1722_0.95_0.16.png,original,20.487755
sots_o,1722_0.95_0.16.png,dcp,20.238467
sots_o,1722_0.95_0.16.png,aodnet,20.751126
sots_o,1724_0.95_0.2.png,original,19.462062
sots_o,1724_0.95_0.2.png,dcp,18.582886
sots_o,1724_0.95_0.2.png,aodnet,19.347996
sots_o,1726_0.85_0.12.png,original,19.673136
sots_o,1726_0.85_0.12.png,dcp,19.450713
sots_o,1726_0.85_0.12.png,aodnet,19.656822
sots_o,1728_0.9_0.12.png,original,19.679986
sots_o,1728_0.9_0.12.png,dcp,19.453902
sots_o,1728_0.9_0.12.png,aodnet,19.716610
sots_o,1730_0.85_0.08.png,original,20.428282
sots_o,1730_0.85_0.08.png,dcp,20.145866
sots_o,1730_0.85_0.08.png,aodnet,20.847967
sots_o,1731_0.85_0.2.png,original,20.757841
sots_o,1731_0.85_0.2.png,dcp,21.084879
sots_o,1731_0.85_0.2.png,aodnet,20.872617
sots_o,1732_0.95_0.2.png,original,20.201012
sots_o,1732_0.95_0.2.png,dcp,19.663290
sots_o,1732_0.95_0.2.png,aodnet,20.212196
sots_o,1734_1_0.08.png,original,20.964178
sots_o,1734_1_0.08.png,dcp,20.053796
sots_o,1734_1_0.08.png,aodnet,20.842689
sots_o,1736_0.8_0.08.png,original,18.960793
sots_o,1736_0.8_0.08.png,dcp,18.686920
sots_o,1736_0.8_0.08.png,aodnet,19.196011
sots_o,1738_1_0.2.png,original,19.397582
sots_o,1738_1_0.2.png,dcp,18.583513
sots_o,1738_1_0.2.png,aodnet,19.276775
sots_o,1741_0.85_0.16.png,original,20.212033
sots_o,1741_0.85_0.16.png,dcp,19.934214
sots_o,1741_0.85_0.16.png,aodnet,20.513024
sots_o,1742_0.85_0.12.png,original,19.217199
sots_o,1742_0.85_0.12.png,dcp,18.766372
sots_o,1742_0.85_0.12.png,aodnet,19.130841
sots_o,1743_0.85_0.08.png,original,20.229258
sots_o,1743_0.85_0.08.png,dcp,20.349079
sots_o,1743_0.85_0.08.png,aodnet,20.319140
sots_o,1744_0.85_0.08.png,original,19.967152
sots_o,1744_0.85_0.08.png,dcp,19.661903
sots_o,1744_0.85_0.08.png,aodnet,20.182700
sots_o,1747_0.8_0.16.png,original,21.765644
sots_o,1747_0.8_0.16.png,dcp,21.045046
sots_o,1747_0.8_0.16.png,aodnet,21.828116
sots_o,1749_0.8_0.2.png,original,20.489289
sots_o,1749_0.8_0.2.png,dcp,20.394485
sots_o,1749_0.8_0.2.png,aodnet,20.692649
sots_o,1753_0.9_0.08.png,original,20.922721
sots_o,1753_0.9_0.08.png,dcp,20.828065
sots_o,1753_0.9_0.08.png,aodnet,20.897647
sots_o,1756_0.9_0.12.png,original,20.656824
sots_o,1756_0.9_0.12.png,dcp,20.763146
sots_o,1756_0.9_0.12.png,aodnet,20.850185
sots_o,1757_0.85_0.16.png,original,20.774891
sots_o,1757_0.85_0.16.png,dcp,20.476073
sots_o,1757_0.85_0.16.png,aodnet,20.920703
sots_o,1759_0.8_0.12.png,original,20.662976
sots_o,1759_0.8_0.12.png,dcp,20.347562
sots_o,1759_0.8_0.12.png,aodnet,20.876840
sots_o,1760_1_0.16.png,original,20.491333
sots_o,1760_1_0.16.png,dcp,20.345623
sots_o,1760_1_0.16.png,aodnet,20.519161
sots_o,1765_0.85_0.12.png,original,19.706833
sots_o,1765_0.85_0.12.png,dcp,19.217599
sots_o,1765_0.85_0.12.png,aodnet,19.462725
sots_o,1771_1_0.08.png,original,20.406101
sots_o,1771_1_0.08.png,dcp,20.214988
sots_o,1771_1_0.08.png,aodnet,20.352253
sots_o,1774_0.95_0.2.png,original,19.757607
sots_o,1774_0.95_0.2.png,dcp,18.800548
sots_o,1774_0.95_0.2.png,aodnet,19.545247
sots_o,1778_0.9_0.08.png,original,20.361529
sots_o,1778_0.9_0.08.png,dcp,20.289485
sots_o,1778_0.9_0.08.png,aodnet,20.407174
sots_o,1781_0.8_0.2.png,original,21.035593
sots_o,1781_0.8_0.2.png,dcp,21.391066
sots_o,1781_0.8_0.2.png,aodnet,21.160663
sots_o,1784_0.8_0.08.png,original,20.991407
sots_o,1784_0.8_0.08.png,dcp,20.244294
sots_o,1784_0.8_0.08.png,aodnet,20.820753
sots_o,1790_1_0.16.png,original,21.008877
sots_o,1790_1_0.16.png,dcp,20.585356
sots_o,1790_1_0.16.png,aodnet,21.256987
sots_o,1800_1_0.16.png,original,20.199334
sots_o,1800_1_0.16.png,dcp,19.726295
sots_o,1800_1_0.16.png,aodnet,20.282636
sots_o,1805_0.85_0.12.png,original,20.175470
sots_o,1805_0.85_0.12.png,dcp,20.006459
sots_o,1805_0.85_0.12.png,aodnet,20.167800
sots_o,1812_1_0.16.png,original,20.983706
sots_o,1812_1_0.16.png,dcp,20.838536
sots_o,1812_1_0.16.png,aodnet,21.040846
sots_o,1815_1_0.2.png,original,20.266817
sots_o,1815_1_0.2.png,dcp,19.923861
sots_o,1815_1_0.2.png,aodnet,20.292353
sots_o,1818_0.85_0.12.png,original,19.698673
sots_o,1818_0.85_0.12.png,dcp,19.327722
sots_o,1818_0.85_0.12.png,aodnet,19.835053
sots_o,1821_0.8_0.08.png,original,19.907324
sots_o,1821_0.8_0.08.png,dcp,19.986978
sots_o,1821_0.8_0.08.png,aodnet,20.131092
sots_o,1822_1_0.08.png,original,20.367010
sots_o,1822_1_0.08.png,dcp,20.262180
sots_o,1822_1_0.08.png,aodnet,20.315465
sots_o,1824_0.95_0.08.png,original,20.879624
sots_o,1824_0.95_0.08.png,dcp,20.773853
sots_o,1824_0.95_0.08.png,aodnet,21.030623
sots_o,1826_0.9_0.08.png,original,19.903257
sots_o,1826_0.9_0.08.png,dcp,19.579845
sots_o,1826_0.9_0.08.png,aodnet,19.966423
sots_o,1828_0.85_0.08.png,original,20.223460
sots_o,1828_0.85_0.08.png,dcp,19.920142
sots_o,1828_0.85_0.08.png,aodnet,19.988406
sots_o,1831_0.8_0.16.png,original,20.086769
sots_o,1831_0.8_0.16.png,dcp,19.896282
sots_o,1831_0.8_0.16.png,aodnet,19.953710
sots_o,1832_0.95_0.08.png,original,20.253012
sots_o,1832_0.95_0.08.png,dcp,20.069927
sots_o,1832_0.95_0.08.png,aodnet,20.392050
sots_o,1834_1_0.08.png,original,20.250659
sots_o,1834_1_0.08.png,dcp,20.215640
sots_o,1834_1_0.08.png,aodnet,20.245947
sots_o,1837_0.9_0.08.png,original,20.813085
sots_o,1837_0.9_0.08.png,dcp,20.486264
sots_o,1837_0.9_0.08.png,aodnet,20.836436
sots_o,1839_0.8_0.12.png,original,20.422091
sots_o,1839_0.8_0.12.png,dcp,20.390376
sots_o,1839_0.8_0.12.png,aodnet,20.471854
sots_o,1840_0.85_0.08.png,original,20.190065
sots_o,1840_0.85_0.08.png,dcp,19.839854
sots_o,1840_0.85_0.08.png,aodnet,20.158898
sots_o,1843_0.8_0.12.png,original,20.472775
sots_o,1843_0.8_0.12.png,dcp,20.300346
sots_o,1843_0.8_0.12.png,aodnet,20.530914
sots_o,1845_0.9_0.08.png,original,19.899563
sots_o,1845_0.9_0.08.png,dcp,19.663236
sots_o,1845_0.9_0.08.png,aodnet,19.986639
sots_o,1846_0.9_0.08.png,original,20.753532
sots_o,1846_0.9_0.08.png,dcp,20.610056
sots_o,1846_0.9_0.08.png,aodnet,21.153256
sots_o,1848_0.8_0.12.png,original,20.776937
sots_o,1848_0.8_0.12.png,dcp,20.870291
sots_o,1848_0.8_0.12.png,aodnet,20.950840
sots_o,1849_1_0.12.png,original,20.459941
sots_o,1849_1_0.12.png,dcp,20.311704
sots_o,1849_1_0.12.png,aodnet,20.763600
sots_o,1851_0.85_0.08.png,original,20.477596
sots_o,1851_0.85_0.08.png,dcp,20.465238
sots_o,1851_0.85_0.08.png,aodnet,20.611903
sots_o,1852_0.85_0.08.png,original,20.680741
sots_o,1852_0.85_0.08.png,dcp,20.508852
sots_o,1852_0.85_0.08.png,aodnet,20.887082
sots_o,1853_0.85_0.08.png,original,20.068381
sots_o,1853_0.85_0.08.png,dcp,19.964878
sots_o,1853_0.85_0.08.png,aodnet,20.063400
sots_o,1855_0.9_0.08.png,original,20.301848
sots_o,1855_0.9_0.08.png,dcp,20.284391
sots_o,1855_0.9_0.08.png,aodnet,20.271559
sots_o,1857_0.8_0.12.png,original,20.940847
sots_o,1857_0.8_0.12.png,dcp,20.892425
sots_o,1857_0.8_0.12.png,aodnet,21.048308
sots_o,1858_0.95_0.08.png,original,19.512556
sots_o,1858_0.95_0.08.png,dcp,19.593397
sots_o,1858_0.95_0.08.png,aodnet,19.604369
sots_o,1859_0.85_0.16.png,original,20.265516
sots_o,1859_0.85_0.16.png,dcp,19.881004
sots_o,1859_0.85_0.16.png,aodnet,20.186944
sots_o,1861_0.85_0.2.png,original,20.875153
sots_o,1861_0.85_0.2.png,dcp,20.627274
sots_o,1861_0.85_0.2.png,aodnet,20.925098
sots_o,1862_0.8_0.12.png,original,20.208222
sots_o,1862_0.8_0.12.png,dcp,20.165927
sots_o,1862_0.8_0.12.png,aodnet,20.194510
sots_o,1863_1_0.08.png,original,20.614381
sots_o,1863_1_0.08.png,dcp,20.377836
sots_o,1863_1_0.08.png,aodnet,20.609827
sots_o,1865_0.85_0.08.png,original,20.992455
sots_o,1865_0.85_0.08.png,dcp,20.439031
sots_o,1865_0.85_0.08.png,aodnet,20.929270
sots_o,1867_0.8_0.2.png,original,20.822751
sots_o,1867_0.8_0.2.png,dcp,20.241309
sots_o,1867_0.8_0.2.png,aodnet,20.784496
sots_o,1868_1_0.08.png,original,20.599981
sots_o,1868_1_0.08.png,dcp,20.459382
sots_o,1868_1_0.08.png,aodnet,20.766196
sots_o,1869_1_0.2.png,original,19.325640
sots_o,1869_1_0.2.png,dcp,18.376432
sots_o,1869_1_0.2.png,aodnet,19.192328
sots_o,1871_0.95_0.08.png,original,19.602379
sots_o,1871_0.95_0.08.png,dcp,18.996447
sots_o,1871_0.95_0.08.png,aodnet,19.430919
sots_o,1872_0.95_0.08.png,original,20.225804
sots_o,1872_0.95_0.08.png,dcp,20.270325
sots_o,1872_0.95_0.08.png,aodnet,20.294609
sots_o,1873_0.85_0.16.png,original,20.526168
sots_o,1873_0.85_0.16.png,dcp,19.968888
sots_o,1873_0.85_0.16.png,aodnet,20.219025
sots_o,1874_0.85_0.12.png,original,20.358858
sots_o,1874_0.85_0.12.png,dcp,20.468404
sots_o,1874_0.85_0.12.png,aodnet,20.468803
sots_o,1875_0.85_0.08.png,original,20.394155
sots_o,1875_0.85_0.08.png,dcp,20.502943
sots_o,1875_0.85_0.08.png,aodnet,20.528506
sots_o,1876_1_0.16.png,original,19.989984
sots_o,1876_1_0.16.png,dcp,19.583694
sots_o,1876_1_0.16.png,aodnet,19.890514
sots_o,1877_0.9_0.12.png,original,20.716870
sots_o,1877_0.9_0.12.png,dcp,20.658285
sots_o,1877_0.9_0.12.png,aodnet,20.907578
sots_o,1878_0.9_0.12.png,original,20.464554
sots_o,1878_0.9_0.12.png,dcp,20.486701
sots_o,1878_0.9_0.12.png,aodnet,20.500514
sots_o,1879_0.9_0.08.png,original,20.366827
sots_o,1879_0.9_0.08.png,dcp,20.333485
sots_o,1879_0.9_0.08.png,aodnet,20.487913
sots_o,1880_0.9_0.08.png,original,19.382707
sots_o,1880_0.9_0.08.png,dcp,19.004953
sots_o,1880_0.9_0.08.png,aodnet,19.304124
sots_o,1881_0.8_0.16.png,original,19.361280
sots_o,1881_0.8_0.16.png,dcp,18.582257
sots_o,1881_0.8_0.16.png,aodnet,19.337210
sots_o,1882_0.85_0.2.png,original,21.594777
sots_o,1882_0.85_0.2.png,dcp,20.950951
sots_o,1882_0.85_0.2.png,aodnet,21.809202
sots_o,1883_0.8_0.12.png,original,20.540341
sots_o,1883_0.8_0.12.png,dcp,20.374025
sots_o,1883_0.8_0.12.png,aodnet,20.767528
sots_o,1887_0.95_0.08.png,original,21.113986
sots_o,1887_0.95_0.08.png,dcp,21.282430
sots_o,1887_0.95_0.08.png,aodnet,21.205187
sots_o,1889_0.85_0.08.png,original,21.107548
sots_o,1889_0.85_0.08.png,dcp,21.076895
sots_o,1889_0.85_0.08.png,aodnet,20.978035
sots_o,1891_0.9_0.16.png,original,20.325857
sots_o,1891_0.9_0.16.png,dcp,20.396438
sots_o,1891_0.9_0.16.png,aodnet,20.353720
sots_o,1893_0.9_0.2.png,original,20.993905
sots_o,1893_0.9_0.2.png,dcp,20.594404
sots_o,1893_0.9_0.2.png,aodnet,21.152117
sots_o,1896_0.9_0.08.png,original,20.061996
sots_o,1896_0.9_0.08.png,dcp,19.936665
sots_o,1896_0.9_0.08.png,aodnet,20.294905
sots_o,1898_0.85_0.08.png,original,20.680805
sots_o,1898_0.85_0.08.png,dcp,20.507560
sots_o,1898_0.85_0.08.png,aodnet,21.319895
sots_o,1899_0.8_0.08.png,original,20.615800
sots_o,1899_0.8_0.08.png,dcp,20.052738
sots_o,1899_0.8_0.08.png,aodnet,20.647828
sots_o,1900_0.8_0.08.png,original,21.033110
sots_o,1900_0.8_0.08.png,dcp,21.212418
sots_o,1900_0.8_0.08.png,aodnet,21.384792
sots_o,1903_0.95_0.08.png,original,19.553186
sots_o,1903_0.95_0.08.png,dcp,19.273004
sots_o,1903_0.95_0.08.png,aodnet,19.675475
sots_o,1909_0.85_0.2.png,original,20.461203
sots_o,1909_0.85_0.2.png,dcp,20.266405
sots_o,1909_0.85_0.2.png,aodnet,20.728230
sots_o,1913_0.95_0.08.png,original,19.491716
sots_o,1913_0.95_0.08.png,dcp,19.322353
sots_o,1913_0.95_0.08.png,aodnet,19.531299
sots_o,1915_1_0.08.png,original,20.289712
sots_o,1915_1_0.08.png,dcp,20.274900
sots_o,1915_1_0.08.png,aodnet,20.335790
sots_o,1917_0.95_0.2.png,original,20.307135
sots_o,1917_0.95_0.2.png,dcp,19.605710
sots_o,1917_0.95_0.2.png,aodnet,20.287457
sots_o,1919_1_0.08.png,original,19.346985
sots_o,1919_1_0.08.png,dcp,18.842662
sots_o,1919_1_0.08.png,aodnet,19.348722
sots_o,1920_0.95_0.16.png,original,20.056701
sots_o,1920_0.95_0.16.png,dcp,19.083251
sots_o,1920_0.95_0.16.png,aodnet,19.981702
sots_o,1921_0.95_0.08.png,original,18.954351
sots_o,1921_0.95_0.08.png,dcp,18.554552
sots_o,1921_0.95_0.08.png,aodnet,19.113489
sots_o,1923_0.9_0.08.png,original,20.101629
sots_o,1923_0.9_0.08.png,dcp,19.907011
sots_o,1923_0.9_0.08.png,aodnet,20.180144
sots_o,1924_0.85_0.12.png,original,20.914543
sots_o,1924_0.85_0.12.png,dcp,20.882542
sots_o,1924_0.85_0.12.png,aodnet,21.302376
sots_o,1926_0.9_0.16.png,original,20.058845
sots_o,1926_0.9_0.16.png,dcp,19.436975
sots_o,1926_0.9_0.16.png,aodnet,20.028990
sots_o,1927_0.9_0.08.png,original,20.712971
sots_o,1927_0.9_0.08.png,dcp,20.634806
sots_o,1927_0.9_0.08.png,aodnet,20.805865
sots_o,1928_0.9_0.08.png,original,20.132847
sots_o,1928_0.9_0.08.png,dcp,19.871034
sots_o,1928_0.9_0.08.png,aodnet,20.263907
sots_o,1930_0.8_0.08.png,original,21.315021
sots_o,1930_0.8_0.08.png,dcp,20.323640
sots_o,1930_0.8_0.08.png,aodnet,21.110543
sots_o,1931_0.8_0.08.png,original,19.632605
sots_o,1931_0.8_0.08.png,dcp,19.256589
sots_o,1931_0.8_0.08.png,aodnet,19.607511
sots_o,1932_0.8_0.2.png,original,20.884929
sots_o,1932_0.8_0.2.png,dcp,20.582452
sots_o,1932_0.8_0.2.png,aodnet,20.963803
sots_o,1933_0.8_0.2.png,original,20.184859
sots_o,1933_0.8_0.2.png,dcp,19.639651
sots_o,1933_0.8_0.2.png,aodnet,20.147454
sots_o,1934_1_0.08.png,original,20.155042
sots_o,1934_1_0.08.png,dcp,19.569443
sots_o,1934_1_0.08.png,aodnet,20.235613
sots_o,1936_0.95_0.08.png,original,19.995735
sots_o,1936_0.95_0.08.png,dcp,19.477060
sots_o,1936_0.95_0.08.png,aodnet,19.969982
sots_o,1938_0.85_0.12.png,original,20.028837
sots_o,1938_0.85_0.12.png,dcp,19.723356
sots_o,1938_0.85_0.12.png,aodnet,20.121954
sots_o,1940_0.9_0.16.png,original,20.607934
sots_o,1940_0.9_0.16.png,dcp,19.949312
sots_o,1940_0.9_0.16.png,aodnet,20.667610
sots_o,1942_0.85_0.08.png,original,20.396643
sots_o,1942_0.85_0.08.png,dcp,20.211228
sots_o,1942_0.85_0.08.png,aodnet,20.476210
sots_o,1944_0.9_0.16.png,original,20.452713
sots_o,1944_0.9_0.16.png,dcp,20.430920
sots_o,1944_0.9_0.16.png,aodnet,20.505729
sots_o,1945_0.9_0.12.png,original,20.571564
sots_o,1945_0.9_0.12.png,dcp,19.320631
sots_o,1945_0.9_0.12.png,aodnet,20.377375
sots_o,1947_0.8_0.16.png,original,20.596806
sots_o,1947_0.8_0.16.png,dcp,20.099981
sots_o,1947_0.8_0.16.png,aodnet,20.560786
sots_o,1949_0.8_0.2.png,original,20.345750
sots_o,1949_0.8_0.2.png,dcp,19.751786
sots_o,1949_0.8_0.2.png,aodnet,20.519432
sots_o,1950_1_0.08.png,original,20.097556
sots_o,1950_1_0.08.png,dcp,20.235220
sots_o,1950_1_0.08.png,aodnet,20.390246
sots_o,1953_0.8_0.2.png,original,20.528124
sots_o,1953_0.8_0.2.png,dcp,20.048798
sots_o,1953_0.8_0.2.png,aodnet,20.410363
sots_o,1954_1_0.08.png,original,20.933620
sots_o,1954_1_0.08.png,dcp,20.503357
sots_o,1954_1_0.08.png,aodnet,21.171281
sots_o,1956_0.8_0.12.png,original,20.265619
sots_o,1956_0.8_0.12.png,dcp,20.317345
sots_o,1956_0.8_0.12.png,aodnet,20.453905
sots_o,1958_0.9_0.08.png,original,19.358419
sots_o,1958_0.9_0.08.png,dcp,18.744614
sots_o,1958_0.9_0.08.png,aodnet,19.207585
sots_o,1960_0.85_0.2.png,original,20.585805
sots_o,1960_0.85_0.2.png,dcp,20.543009
sots_o,1960_0.85_0.2.png,aodnet,20.625517
sots_o,1962_0.9_0.08.png,original,20.480589
sots_o,1962_0.9_0.08.png,dcp,20.226579
sots_o,1962_0.9_0.08.png,aodnet,20.448836
sots_o,1964_0.85_0.2.png,original,19.763706
sots_o,1964_0.85_0.2.png,dcp,19.114746
sots_o,1964_0.85_0.2.png,aodnet,19.704087
sots_o,1966_0.9_0.08.png,original,20.556260
sots_o,1966_0.9_0.08.png,dcp,20.507774
sots_o,1966_0.9_0.08.png,aodnet,20.589010
sots_o,1968_0.8_0.12.png,original,20.595698
sots_o,1968_0.8_0.12.png,dcp,20.544196
sots_o,1968_0.8_0.12.png,aodnet,20.703608
sots_o,1970_0.9_0.08.png,original,19.259957
sots_o,1970_0.9_0.08.png,dcp,18.866735
sots_o,1970_0.9_0.08.png,aodnet,19.279941
sots_o,1971_1_0.08.png,original,19.456051
sots_o,1971_1_0.08.png,dcp,18.574351
sots_o,1971_1_0.08.png,aodnet,19.079968
sots_o,1973_0.95_0.08.png,original,19.887092
sots_o,1973_0.95_0.08.png,dcp,19.606489
sots_o,1973_0.95_0.08.png,aodnet,19.742603
sots_o,1975_0.85_0.12.png,original,21.555276
sots_o,1975_0.85_0.12.png,dcp,21.028798
sots_o,1975_0.85_0.12.png,aodnet,21.308217
sots_o,1977_0.8_0.08.png,original,20.682098
sots_o,1977_0.8_0.08.png,dcp,20.793320
sots_o,1977_0.8_0.08.png,aodnet,20.832939
sots_o,1981_0.8_0.2.png,original,20.337405
sots_o,1981_0.8_0.2.png,dcp,20.122151
sots_o,1981_0.8_0.2.png,aodnet,20.321954
sots_o,1982_1_0.08.png,original,20.428318
sots_o,1982_1_0.08.png,dcp,20.446503
sots_o,1982_1_0.08.png,aodnet,20.732711
sots_o,1984_0.85_0.08.png,original,20.610250
sots_o,1984_0.85_0.08.png,dcp,20.557774
sots_o,1984_0.85_0.08.png,aodnet,20.555171
sots_o,1986_0.9_0.08.png,original,20.636384
sots_o,1986_0.9_0.08.png,dcp,20.741383
sots_o,1986_0.9_0.08.png,aodnet,20.792349
sots_o,1988_0.8_0.12.png,original,20.260155
sots_o,1988_0.8_0.12.png,dcp,20.264787
sots_o,1988_0.8_0.12.png,aodnet,20.352454
real,03a75e1c49e5784b642f289e80591283.png,original,21.233817
real,03a75e1c49e5784b642f289e80591283.png,dcp,20.915368
real,03a75e1c49e5784b642f289e80591283.png,aodnet,21.174283
real,1218583022b2b34611fe0f21881993ef.png,original,23.421522
real,1218583022b2b34611fe0f21881993ef.png,dcp,24.217063
real,1218583022b2b34611fe0f21881993ef.png,aodnet,23.905671
real,1645dc06c0d94cd4258395313f9d476d.png,original,20.427033
real,1645dc06c0d94cd4258395313f9d476d.png,dcp,20.898601
real,1645dc06c0d94cd4258395313f9d476d.png,aodnet,20.816500
real,1acab86575bdcf430c06761a681e9214.png,original,17.894656
real,1acab86575bdcf430c06761a681e9214.png,dcp,17.922603
real,1acab86575bdcf430c06761a681e9214.png,aodnet,18.825359
real,24a69ff05fb0169cb3b238db5e966704.png,original,20.831521
real,24a69ff05fb0169cb3b238db5e966704.png,dcp,20.887945
real,24a69ff05fb0169cb3b238db5e966704.png,aodnet,20.774560
real,35c7c5dd265b04ccd11bb38a4b5caa56.png,original,20.589858
real,35c7c5dd265b04ccd11bb38a4b5caa56.png,dcp,20.700122
real,35c7c5dd265b04ccd11bb38a4b5caa56.png,aodnet,21.285837
real,464455.png,original,20.508638
real,464455.png,dcp,20.165768
real,464455.png,aodnet,20.508696
real,4f2d2e97750d72da0eed39aee4d7d045.png,original,20.997782
real,4f2d2e97750d72da0eed39aee4d7d045.png,dcp,20.955652
real,4f2d2e97750d72da0eed39aee4d7d045.png,aodnet,21.255748
real,4fd32ab5c27890170d3fa38714ddb2f4.png,original,21.016708
real,4fd32ab5c27890170d3fa38714ddb2f4.png,dcp,20.978974
real,4fd32ab5c27890170d3fa38714ddb2f4.png,aodnet,21.748554
real,4fffd696b041ae2a90481e20ff21a206.png,original,20.632543
real,4fffd696b041ae2a90481e20ff21a206.png,dcp,20.576370
real,4fffd696b041ae2a90481e20ff21a206.png,aodnet,20.941387
real,554b4fdda9997c5e787ab552770ead04.png,original,20.808363
real,554b4fdda9997c5e787ab552770ead04.png,dcp,20.594184
real,554b4fdda9997c5e787ab552770ead04.png,aodnet,20.773183
real,56ef3663c020e7e8e46590974fff92b8.png,original,22.046421
real,56ef3663c020e7e8e46590974fff92b8.png,dcp,21.961270
real,56ef3663c020e7e8e46590974fff92b8.png,aodnet,23.278748
real,5a64e07ca6ae2d03e162d7f83d962da8.png,original,20.647315
real,5a64e07ca6ae2d03e162d7f83d962da8.png,dcp,20.650561
real,5a64e07ca6ae2d03e162d7f83d962da8.png,aodnet,20.709280
real,61e5a2788aa73bf28795b04c78a9cad5.png,original,20.343779
real,61e5a2788aa73bf28795b04c78a9cad5.png,dcp,20.507038
real,61e5a2788aa73bf28795b04c78a9cad5.png,aodnet,20.547392
real,65c445954595686356ba3095d28af1a5.png,original,20.777003
real,65c445954595686356ba3095d28af1a5.png,dcp,20.786746
real,65c445954595686356ba3095d28af1a5.png,aodnet,21.114047
real,69d18c55fc692e79621cf9a2b8ef1d2a.png,original,20.638356
real,69d18c55fc692e79621cf9a2b8ef1d2a.png,dcp,20.925622
real,69d18c55fc692e79621cf9a2b8ef1d2a.png,aodnet,20.935556
real,6f8fa2c9da479c1c6a4a74bc7e53469b.png,original,21.107635
real,6f8fa2c9da479c1c6a4a74bc7e53469b.png,dcp,21.114639
real,6f8fa2c9da479c1c6a4a74bc7e53469b.png,aodnet,21.585949
real,7bcdc17b33fd0ccaa9019a1355df77c1.png,original,20.937355
real,7bcdc17b33fd0ccaa9019a1355df77c1.png,dcp,21.742998
real,7bcdc17b33fd0ccaa9019a1355df77c1.png,aodnet,21.008261
real,7e9499869b9cdfcd2b891d12475aaaf2.png,original,20.924858
real,7e9499869b9cdfcd2b891d12475aaaf2.png,dcp,21.148023
real,7e9499869b9cdfcd2b891d12475aaaf2.png,aodnet,20.826316
real,805ef941e7dbd1fd2e97a2e3b89cfd1d.png,original,21.021649
real,805ef941e7dbd1fd2e97a2e3b89cfd1d.png,dcp,20.939515
real,805ef941e7dbd1fd2e97a2e3b89cfd1d.png,aodnet,21.139140
real,874c082c4d60a402c25156ac8a8b4392.png,original,20.394824
real,874c082c4d60a402c25156ac8a8b4392.png,dcp,20.402863
real,874c082c4d60a402c25156ac8a8b4392.png,aodnet,20.817946
real,95c7ccf25e9c5fa0cbc15040865e414e.png,original,20.453527
real,95c7ccf25e9c5fa0cbc15040865e414e.png,dcp,20.591689
real,95c7ccf25e9c5fa0cbc15040865e414e.png,aodnet,21.290529
real,9c4322e24f9487209ca61ebc984259db.png,original,20.774875
real,9c4322e24f9487209ca61ebc984259db.png,dcp,20.797561
